Flight,Acc,Acc,Acc,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,,,,TelemPro,LineOfSight,DownLink
time,acceleration,velocity,altitude,altitude,altitude,3D velocity,3D velocity,vertical vel,ground speed,heading,tilt,latitude,longitude,number,fix,UTC,UTC,UTC,time,Distance,SignalStrength
sec,G's,feet/sec,feet AGL,feet AGL,feet MSL,feet/sec,Mach,feet/sec,feet/sec,degrees,degrees,degrees,degrees,of sat's,status,hours,minutes,seconds,stamp,feet,dBm
49.80,-0.785156,0.00,7475.00,3947.00,6026.00,117.00,0.107,-108.00,45.00,140,157.38,35.34825833,-117.82288500,11,6,22,48,45.00,343276,5844,-70
50.00,-1.320312,0.00,7475.00,3925.00,6004.00,116.62,0.107,-108.00,44.00,134,157.83,35.34824000,-117.82286333,11,6,22,48,45.20,343296,5824,-67
50.20,-0.605469,0.00,7475.00,3903.00,5982.00,122.38,0.112,-116.00,39.00,135,161.42,35.34822333,-117.82284500,11,6,22,48,45.40,343316,5804,-66
50.40,-1.851562,0.00,7475.00,3879.00,5958.00,120.49,0.110,-114.00,39.00,141,161.11,35.34820833,-117.82282667,11,6,22,48,45.60,343336,5784,-62
50.60,-2.980469,0.00,7475.00,3857.00,5936.00,119.87,0.110,-113.00,40.00,153,160.51,35.34819000,-117.82281333,11,6,22,48,45.80,343356,5765,-64
50.80,-2.921875,0.00,7475.00,3834.00,5913.00,126.57,0.116,-114.00,55.00,155,154.24,35.34816667,-117.82279833,11,6,22,48,46.00,343376,5746,-64
51.00,-5.832031,0.00,7475.00,3811.00,5890.00,123.07,0.113,-108.00,59.00,143,151.35,35.34814000,-117.82277833,11,6,22,48,46.20,343396,5726,-64
51.20,-2.210938,0.00,7475.00,3789.00,5868.00,118.68,0.109,-111.00,42.00,110,159.27,35.34812333,-117.82275333,11,6,22,48,46.40,343416,5705,-63
51.40,-1.734375,0.00,7475.00,3767.00,5846.00,110.60,0.101,-107.00,28.00,98,165.34,35.34811833,-117.82273000,11,6,22,48,46.60,343436,5685,-70
51.60,-1.972656,0.00,7475.00,3746.00,5825.00,113.05,0.103,-109.00,30.00,96,164.61,35.34811667,-117.82271167,11,6,22,48,46.80,343456,5667,-65
51.80,-1.617188,0.00,7475.00,3723.00,5802.00,121.43,0.111,-115.00,39.00,94,161.27,35.34811500,-117.82268833,11,6,22,48,47.00,343476,5646,-64
52.00,-2.804688,0.00,7475.00,3702.00,5781.00,115.32,0.105,-107.00,43.00,94,158.11,35.34811333,-117.82266167,11,6,22,48,47.20,343496,5627,-67
52.20,-3.457031,0.00,7475.00,3681.00,5760.00,107.22,0.098,-101.00,36.00,101,160.38,35.34811000,-117.82263500,11,6,22,48,47.40,343516,5606,-67
52.40,-2.269531,0.00,7475.00,3661.00,5740.00,105.76,0.097,-103.00,24.00,127,166.88,35.34810500,-117.82261667,11,6,22,48,47.60,343536,5589,-68
52.60,-2.742188,0.00,7475.00,3639.00,5718.00,123.17,0.113,-121.00,23.00,148,169.24,35.34809500,-117.82260667,11,6,22,48,47.80,343556,5572,-65
52.80,-4.406250,0.00,7475.00,3613.00,5692.00,134.94,0.123,-132.00,28.00,155,168.02,35.34808333,-117.82259833,11,6,22,48,48.00,343576,5553,-69
53.00,-6.781250,0.00,7475.00,3586.00,5665.00,147.05,0.134,-139.00,48.00,143,160.95,35.34806500,-117.82258500,11,6,22,48,48.20,343596,5532,-68
53.20,-6.722656,0.00,7475.00,3560.00,5639.00,136.40,0.125,-122.00,61.00,111,153.43,35.34805000,-117.82255667,11,6,22,48,48.40,343616,5508,-67
53.40,-6.007812,0.00,7475.00,3539.00,5618.00,117.05,0.107,-98.00,64.00,82,146.85,35.34804667,-117.82251500,11,6,22,48,48.60,343636,5485,-68
53.60,-11.531250,0.00,7475.00,3517.00,5596.00,129.87,0.119,-119.00,52.00,50,156.40,35.34805833,-117.82248000,11,6,22,48,48.80,343656,5463,-64
53.80,-4.585938,0.00,7475.00,3492.00,5571.00,128.89,0.118,-127.00,22.00,4,170.17,35.34807333,-117.82246667,11,6,22,48,49.00,343676,5445,-63
54.00,-5.117188,0.00,7475.00,3467.00,5546.00,128.76,0.118,-128.00,14.00,172,173.76,35.34807500,-117.82246667,11,6,22,48,49.20,343696,5428,-66
54.20,-3.929688,0.00,7475.00,3441.00,5520.00,130.60,0.119,-124.00,41.00,150,161.70,35.34806000,-117.82245833,11,6,22,48,49.40,343716,5410,-65
54.40,-5.238281,0.00,7475.00,3417.00,5496.00,132.42,0.121,-120.00,56.00,161,154.98,35.34803667,-117.82244500,11,6,22,48,49.60,343736,5391,-65
54.60,-3.515625,0.00,7475.00,3393.00,5472.00,148.41,0.136,-125.00,80.00,148,147.38,35.34800333,-117.82242500,11,6,22,48,49.80,343756,5370,-65
54.80,-5.355469,0.00,7475.00,3368.00,5447.00,143.13,0.131,-118.00,81.00,129,145.53,35.34797000,-117.82239000,11,6,22,48,50.00,343776,5345,-71
55.00,-3.812500,0.00,7475.00,3345.00,5424.00,133.46,0.122,-116.00,66.00,108,150.36,35.34795167,-117.82234833,11,6,22,48,50.20,343796,5321,-65
55.20,-3.574219,0.00,7475.00,3321.00,5400.00,124.62,0.114,-119.00,37.00,97,162.73,35.34794500,-117.82231500,11,6,22,48,50.40,343816,5298,-69
55.40,-4.820312,0.00,7475.00,3297.00,5376.00,116.97,0.107,-116.00,15.00,85,172.63,35.34794333,-117.82229667,11,6,22,48,50.60,343836,5278,-65
55.60,-6.187500,0.00,7475.00,3270.00,5349.00,137.52,0.126,-137.00,12.00,227,174.99,35.34794167,-117.82229500,11,6,22,48,50.80,343856,5261,-63
55.80,-3.695312,0.00,7475.00,3243.00,5322.00,153.38,0.140,-146.00,47.00,195,162.16,35.34792667,-117.82230167,11,6,22,48,51.00,343876,5245,-62
56.00,-2.625000,0.00,7475.00,3215.00,5294.00,139.52,0.127,-131.00,48.00,175,159.88,35.34790167,-117.82230333,11,6,22,48,51.20,343896,5228,-64
56.20,-4.050781,0.00,7475.00,3189.00,5268.00,141.32,0.129,-126.00,64.00,163,153.07,35.34787167,-117.82229667,11,6,22,48,51.40,343916,5210,-64
56.40,-4.585938,0.00,7475.00,3165.00,5244.00,138.76,0.127,-118.00,73.00,157,148.26,35.34783667,-117.82228000,11,6,22,48,51.60,343936,5190,-62
56.60,-5.710938,0.00,7475.00,3138.00,5217.00,152.96,0.140,-136.00,70.00,135,152.76,35.34780333,-117.82225333,11,6,22,48,51.80,343956,5167,-65
56.80,-5.414062,0.00,7475.00,3111.00,5190.00,141.40,0.129,-133.00,48.00,105,160.16,35.34778667,-117.82222000,11,6,22,48,52.00,343976,5142,-67
57.00,-7.550781,0.00,7475.00,3083.00,5162.00,144.35,0.132,-144.00,10.00,81,176.03,35.34778500,-117.82220167,11,6,22,48,52.20,343996,5120,-65
57.20,-4.109375,0.00,7475.00,3056.00,5135.00,133.96,0.122,-131.00,28.00,232,167.94,35.34778000,-117.82220500,11,6,22,48,52.40,344016,5105,-63
57.40,-4.761719,0.00,7475.00,3029.00,5108.00,147.46,0.134,-136.00,57.00,215,157.26,35.34776333,-117.82222333,11,6,22,48,52.60,344036,5092,-65
57.60,-3.039062,0.00,7475.00,3002.00,5081.00,146.25,0.133,-130.00,67.00,194,152.73,35.34773167,-117.82224000,11,6,22,48,52.80,344056,5080,-65
57.80,-3.101562,0.00,7475.00,2975.00,5054.00,152.82,0.139,-132.00,77.00,175,149.74,35.34769333,-117.82224167,11,6,22,48,53.00,344076,5063,-67
58.00,-2.328125,0.00,7475.00,2948.00,5027.00,145.36,0.133,-131.00,63.00,160,154.32,35.34765500,-117.82223167,11,6,22,48,53.20,344096,5044,-64
58.20,-4.703125,0.00,7475.00,2921.00,5000.00,148.07,0.135,-134.00,63.00,143,154.82,35.34762500,-117.82221167,11,6,22,48,53.40,344116,5023,-71
58.40,-3.812500,0.00,7475.00,2893.00,4972.00,150.62,0.137,-146.00,37.00,123,165.78,35.34760667,-117.82218833,11,6,22,48,53.60,344136,5001,-71
58.60,-4.109375,0.00,7475.00,2865.00,4944.00,139.44,0.127,-138.00,20.00,169,171.75,35.34759500,-117.82217667,11,6,22,48,53.80,344156,4981,-68
58.80,-4.406250,0.00,7475.00,2837.00,4916.00,137.87,0.126,-135.00,28.00,218,168.28,35.34758333,-117.82218167,11,6,22,48,54.00,344176,4966,-66
59.00,-6.484375,0.00,7475.00,2809.00,4888.00,149.12,0.136,-139.00,54.00,221,158.77,35.34756667,-117.82219833,11,6,22,48,54.20,344196,4954,-69
59.20,-6.484375,0.00,7475.00,2781.00,4860.00,158.42,0.144,-139.00,76.00,199,151.33,35.34753667,-117.82221833,11,6,22,48,54.40,344216,4943,-67
59.40,-7.253906,0.00,7475.00,2752.00,4831.00,164.75,0.150,-138.00,90.00,173,146.89,35.34749167,-117.82222333,11,6,22,48,54.60,344236,4927,-64
59.60,-5.472656,0.00,7475.00,2724.00,4803.00,163.11,0.149,-141.00,82.00,149,149.82,35.34744667,-117.82220500,11,6,22,48,54.80,344256,4906,-64
59.80,-4.523438,0.00,7475.00,2696.00,4775.00,150.05,0.137,-140.00,54.00,135,158.91,35.34741667,-117.82217667,11,6,22,48,55.00,344276,4883,-71
60.00,-5.890625,0.00,7475.00,2666.00,4745.00,154.15,0.140,-151.00,31.00,115,168.40,35.34740333,-117.82215500,11,6,22,48,55.20,344296,4861,-72
60.20,-5.949219,0.00,7475.00,2637.00,4716.00,148.34,0.135,-148.00,10.00,214,176.13,35.34739833,-117.82214667,11,6,22,48,55.40,344316,4843,-63
60.40,-5.832031,0.00,7475.00,2608.00,4687.00,150.22,0.137,-143.00,46.00,240,162.17,35.34739000,-117.82216167,11,6,22,48,55.60,344336,4831,-63
60.60,-4.406250,0.00,7475.00,2579.00,4658.00,154.03,0.140,-141.00,62.00,204,156.26,35.34736667,-117.82218333,11,6,22,48,55.80,344356,4820,-64
60.80,-6.425781,0.00,7475.00,2552.00,4631.00,151.17,0.138,-127.00,82.00,178,147.15,35.34732833,-117.82219000,11,6,22,48,56.00,344376,4807,-63
61.00,-6.601562,0.00,7475.00,2524.00,4603.00,166.58,0.152,-145.00,82.00,149,150.51,35.34728667,-117.82217500,11,6,22,48,56.20,344396,4788,-65
61.20,-5.058594,0.00,7475.00,2495.00,4574.00,156.17,0.142,-142.00,65.00,120,155.40,35.34726000,-117.82214167,11,6,22,48,56.40,344416,4764,-72
61.40,-5.890625,0.00,7475.00,2468.00,4547.00,145.21,0.132,-139.00,42.00,144,163.19,35.34724167,-117.82211500,11,6,22,48,56.60,344436,4743,-70
61.60,-2.804688,0.00,7475.00,2438.00,4517.00,143.68,0.131,-138.00,40.00,167,163.84,35.34722167,-117.82210333,10,6,22,48,56.80,344456,4724,-65
61.80,-5.179688,0.00,7475.00,2411.00,4490.00,139.49,0.127,-136.00,31.00,194,167.16,35.34720333,-117.82210333,11,6,22,48,57.00,344476,4710,-63
62.00,-4.644531,0.00,7475.00,2383.00,4462.00,151.54,0.138,-140.00,58.00,197,157.50,35.34718000,-117.82211167,11,6,22,48,57.20,344496,4697,-65
62.20,-5.000000,0.00,7475.00,2352.00,4431.00,158.32,0.144,-141.00,72.00,180,152.95,35.34714500,-117.82211667,11,6,22,48,57.40,344516,4683,-65
62.40,-6.839844,0.00,7475.00,2323.00,4402.00,170.58,0.155,-143.00,93.00,173,146.96,35.34710000,-117.82211333,11,6,22,48,57.60,344536,4667,-65
62.60,-6.425781,0.00,7475.00,2296.00,4375.00,165.21,0.150,-133.00,98.00,179,143.62,35.34704833,-117.82210833,11,6,22,48,57.80,344556,4652,-65
62.80,-7.195312,0.00,7475.00,2270.00,4349.00,151.48,0.138,-128.00,81.00,178,147.67,35.34700167,-117.82210500,11,6,22,48,58.00,344576,4638,-71
63.01,-6.781250,0.00,7475.00,2246.00,4325.00,124.33,0.113,-111.00,56.00,145,153.23,35.34696833,-117.82209167,11,6,22,48,58.20,344597,4623,-67
63.20,-7.433594,0.00,7475.00,2222.00,4301.00,128.58,0.117,-124.00,34.00,178,164.67,35.34695000,-117.82208000,11,6,22,48,58.40,344616,4608,-65
63.40,-7.316406,0.00,7475.00,2195.00,4274.00,141.65,0.129,-137.00,36.00,251,165.28,35.34694000,-117.82209167,11,6,22,48,58.60,344636,4598,-72
63.60,-6.542969,0.00,7475.00,2166.00,4245.00,151.40,0.138,-139.00,60.00,165,156.65,35.34692167,-117.82209667,11,6,22,48,58.80,344656,4586,-64
63.80,-8.207031,0.00,7475.00,2137.00,4216.00,155.93,0.142,-132.00,83.00,135,147.84,35.34689167,-117.82207000,11,6,22,48,59.00,344676,4565,-66
64.00,-9.628906,0.00,7475.00,2102.00,4181.00,209.68,0.191,-174.00,117.00,114,146.08,35.34686500,-117.82201333,11,6,22,48,59.20,344696,4534,-77
64.20,-7.195312,0.00,7475.00,2066.00,4145.00,216.49,0.197,-158.00,148.00,105,136.87,35.34684500,-117.82192833,11,6,22,48,59.40,344716,4495,-68
64.40,-5.890625,0.00,7475.00,2033.00,4112.00,202.25,0.184,-159.00,125.00,106,141.83,35.34682833,-117.82184167,11,6,22,48,59.60,344736,4456,-72
64.60,-2.148438,0.00,7475.00,1997.00,4076.00,184.72,0.168,-174.00,62.00,110,160.39,35.34681667,-117.82178667,11,6,22,48,59.80,344756,4426,-67
64.80,-7.136719,0.00,7475.00,1965.00,4044.00,165.13,0.150,-158.00,48.00,194,163.10,35.34680167,-117.82177500,10,6,22,49,0.00,344776,4408,-71
65.01,-9.097656,0.00,7475.00,1933.00,4012.00,170.58,0.155,-156.00,69.00,174,156.14,35.34677167,-117.82177667,10,6,22,49,0.20,344797,4394,-65
65.20,-8.324219,0.00,7475.00,1905.00,3984.00,164.30,0.149,-140.00,86.00,160,148.44,35.34673333,-117.82176333,11,6,22,49,0.40,344816,4379,-68
65.40,-5.832031,0.00,7475.00,1878.00,3957.00,157.44,0.143,-135.00,81.00,134,149.04,35.34670000,-117.82173833,11,6,22,49,0.60,344836,4360,-70
65.60,-6.542969,0.00,7475.00,1850.00,3929.00,163.25,0.148,-145.00,75.00,126,152.65,35.34667500,-117.82169833,11,6,22,49,0.80,344856,4335,-65
65.80,-5.296875,0.00,7475.00,1826.00,3905.00,132.61,0.120,-124.00,47.00,133,159.24,35.34666000,-117.82167000,11,6,22,49,1.00,344876,4318,-73
66.00,-1.496094,0.00,7475.00,1806.00,3885.00,113.32,0.103,-109.00,31.00,133,164.12,35.34665333,-117.82165500,11,6,22,49,1.20,344896,4305,-66
66.20,-5.652344,0.00,7475.00,1786.00,3865.00,109.20,0.099,-105.00,30.00,165,164.05,35.34664833,-117.82165167,11,6,22,49,1.40,344916,4296,-68
66.40,-5.472656,0.00,7475.00,1751.00,3830.00,159.06,0.144,-151.00,50.00,177,161.68,35.34663333,-117.82165667,11,6,22,49,1.60,344936,4283,-77
66.60,-4.226562,0.00,7475.00,1719.00,3798.00,170.14,0.154,-145.00,89.00,154,148.46,35.34660333,-117.82164500,11,6,22,49,1.80,344956,4267,-80
66.80,-4.523438,0.00,7475.00,1684.00,3763.00,189.17,0.172,-163.00,96.00,142,149.50,35.34657000,-117.82161667,11,6,22,49,2.00,344976,4245,-67
67.00,-6.425781,0.00,7475.00,1653.00,3732.00,189.62,0.172,-150.00,116.00,133,142.28,35.34654000,-117.82157667,11,6,22,49,2.20,344996,4223,-65
67.19,-4.941406,0.00,7475.00,-2079.00,0.00,189.62,0.170,-150.00,116.00,133,142.28,35.34649667,-117.82152000,0,1,22,49,2.40,345015,4223,-71
67.39,-5.296875,0.00,7475.00,-2079.00,0.00,189.62,0.170,-150.00,116.00,133,142.28,35.34645333,-117.82146333,0,1,22,49,2.60,345035,4223,-74
67.60,-8.800781,0.00,7475.00,1569.00,3648.00,129.55,0.118,-128.00,20.00,133,171.12,35.34652833,-117.82147167,11,6,22,49,2.80,345056,4161,-66
67.80,-4.585938,0.00,7475.00,1545.00,3624.00,116.66,0.106,-113.00,29.00,149,165.61,35.34656333,-117.82146833,11,6,22,49,3.00,345076,4151,-67
68.00,-4.406250,0.00,7475.00,1522.00,3601.00,110.39,0.100,-92.00,61.00,119,146.45,35.34657167,-117.82144833,11,6,22,49,3.20,345096,4137,-79
68.20,-4.347656,0.00,7475.00,1492.00,3571.00,130.86,0.119,-129.00,22.00,119,170.32,35.34657667,-117.82143500,11,6,22,49,3.40,345116,4122,-66
68.39,-6.128906,0.00,7475.00,-2079.00,0.00,130.86,0.117,-129.00,22.00,119,170.32,35.34656667,-117.82142500,0,1,22,49,3.60,345135,4122,-76
68.59,-5.238281,0.00,7475.00,-2079.00,0.00,130.86,0.117,-129.00,22.00,119,170.32,35.34655667,-117.82141667,0,1,22,49,3.80,345155,4122,-76
68.79,-0.429688,0.00,7475.00,-2079.00,0.00,130.86,0.117,-129.00,22.00,119,170.32,35.34654667,-117.82140667,0,1,22,49,4.00,345175,4122,-68
68.99,-3.457031,0.00,7475.00,-2079.00,0.00,130.86,0.117,-129.00,22.00,119,170.32,35.34653667,-117.82139833,0,1,22,49,4.20,345195,4122,-91
69.19,-11.531250,0.00,7475.00,-2079.00,0.00,130.86,0.117,-129.00,22.00,119,170.32,35.34652667,-117.82138833,0,1,22,49,4.40,345215,4122,-73
69.39,-7.136719,0.00,7475.00,1371.00,3450.00,124.78,0.113,-55.00,112.00,85,116.15,35.34671333,-117.82125500,11,6,22,49,4.60,345235,4027,-78
69.60,-6.128906,0.00,7475.00,1364.00,3443.00,122.53,0.111,-33.00,118.00,123,105.62,35.34671833,-117.82119667,11,6,22,49,4.80,345256,4008,-66
69.80,-5.593750,0.00,7475.00,1375.00,3454.00,204.41,0.185,13.00,204.00,113,86.35,35.34671333,-117.82111667,11,6,22,49,5.00,345276,3990,-67
70.00,-2.804688,0.00,7475.00,1385.00,3464.00,253.29,0.230,34.00,251.00,109,82.29,35.34670667,-117.82101000,11,6,22,49,5.20,345296,3964,-77
70.19,-1.675781,0.00,7475.00,-2079.00,0.00,253.29,0.227,34.00,251.00,109,82.29,35.34666167,-117.82085000,0,1,22,49,5.40,345315,3964,-71
70.40,-0.605469,0.00,7475.00,1406.00,3485.00,337.67,0.306,88.00,326.00,117,74.89,35.34660667,-117.82064333,10,6,22,49,5.60,345336,3870,-70
70.59,-1.320312,0.00,7475.00,1427.00,3506.00,325.00,0.295,125.00,300.00,119,67.38,35.34654833,-117.82045833,9,6,22,49,5.80,345355,3828,-82
70.79,-5.179688,0.00,7475.00,1463.00,3542.00,270.38,0.245,98.00,252.00,115,68.75,35.34653833,-117.82032833,9,6,22,49,6.00,345375,3806,-86
70.99,-6.246094,0.00,7475.00,1483.00,3562.00,236.62,0.215,92.00,218.00,115,67.12,35.34654000,-117.82020000,10,6,22,49,6.20,345395,3779,-68
71.19,-6.660156,0.00,7475.00,1490.00,3569.00,160.96,0.146,50.00,153.00,119,71.90,35.34654667,-117.82011333,10,6,22,49,6.40,345415,3758,-96
71.40,-4.882812,0.00,7475.00,1470.00,3549.00,183.00,0.166,-33.00,180.00,129,100.39,35.34652833,-117.82004333,11,6,22,49,6.60,345436,3731,-73
71.60,-3.753906,0.00,7475.00,1445.00,3524.00,212.46,0.193,-82.00,196.00,123,112.70,35.34648000,-117.81996500,11,6,22,49,6.80,345456,3701,-67
71.80,-2.980469,0.00,7475.00,1420.00,3499.00,247.39,0.224,-96.00,228.00,120,112.83,35.34643333,-117.81985833,10,6,22,49,7.00,345476,3662,-72
72.00,-4.167969,0.00,7475.00,1382.00,3461.00,191.95,0.174,-109.00,158.00,117,124.60,35.34641333,-117.81980000,9,6,22,49,7.20,345496,3632,-80
72.19,-4.464844,0.00,7475.00,1347.00,3426.00,236.54,0.214,-76.00,224.00,126,108.74,35.34636167,-117.81972000,10,6,22,49,7.40,345515,3598,-72
72.40,-3.039062,0.00,7475.00,1340.00,3419.00,117.00,0.106,-45.00,108.00,113,112.62,35.34634333,-117.81964167,8,6,22,49,7.60,345536,3574,-76
72.60,-3.812500,0.00,7475.00,1314.00,3393.00,96.43,0.087,-63.00,73.00,103,130.79,35.34636167,-117.81963833,9,6,22,49,7.80,345556,3563,-67
72.80,-3.515625,0.00,7475.00,1283.00,3362.00,84.96,0.077,-57.00,63.00,93,132.14,35.34639167,-117.81965000,9,6,22,49,8.00,345576,3554,-71
73.00,-0.308594,0.00,7475.00,1253.00,3332.00,78.87,0.071,-61.00,50.00,85,140.66,35.34643167,-117.81967833,10,6,22,49,8.20,345596,3550,-69
73.20,-4.882812,0.00,7475.00,1191.00,3270.00,77.70,0.070,-66.00,41.00,71,148.15,35.34649833,-117.81981833,10,6,22,49,8.40,345616,3566,-70
73.40,-2.148438,0.00,7475.00,1162.00,3241.00,75.77,0.069,-70.00,29.00,93,157.50,35.34653667,-117.81986333,10,6,22,49,8.60,345636,3569,-68
73.60,-2.089844,0.00,7475.00,1113.00,3192.00,73.36,0.066,-65.00,34.00,102,152.39,35.34658833,-117.81999667,10,6,22,49,8.80,345656,3590,-66
73.80,-2.507812,0.00,7475.00,1069.00,3148.00,75.29,0.068,-65.00,38.00,104,149.69,35.34664333,-117.82011500,11,6,22,49,9.00,345676,3609,-75
74.00,-2.210938,0.00,7475.00,1030.00,3109.00,71.84,0.065,-56.00,45.00,107,141.22,35.34670500,-117.82023667,11,6,22,49,9.20,345696,3631,-83
74.20,-2.269531,0.00,7475.00,996.00,3075.00,74.52,0.067,-57.00,48.00,101,139.90,35.34677833,-117.82035333,11,6,22,49,9.40,345716,3654,-72
74.40,-2.210938,0.00,7475.00,958.00,3037.00,74.41,0.067,-56.00,49.00,99,138.81,35.34685000,-117.82045667,11,6,22,49,9.60,345736,3673,-69
74.60,-2.269531,0.00,7475.00,932.00,3011.00,72.14,0.065,-52.00,50.00,98,136.12,35.34689333,-117.82051000,11,6,22,49,9.80,345756,3682,-70
74.80,-2.031250,0.00,7475.00,909.00,2988.00,70.04,0.063,-51.00,48.00,94,136.74,35.34693833,-117.82054500,11,6,22,49,10.00,345776,3686,-73
75.20,-2.148438,0.00,7475.00,874.00,2953.00,65.95,0.060,-50.00,43.00,89,139.30,35.34698333,-117.82054333,11,6,22,49,10.40,345816,3677,-71
75.40,-2.386719,0.00,7475.00,857.00,2936.00,64.20,0.058,-51.00,39.00,87,142.59,35.34700167,-117.82053833,11,6,22,49,10.60,345836,3671,-65
75.60,-2.210938,0.00,7475.00,836.00,2915.00,60.61,0.055,-48.00,37.00,88,142.37,35.34702333,-117.82054833,11,6,22,49,10.80,345856,3669,-70
75.80,-2.031250,0.00,7475.00,818.00,2897.00,59.08,0.053,-49.00,33.00,94,146.04,35.34704333,-117.82056000,11,6,22,49,11.00,345876,3669,-66
76.00,-2.210938,0.00,7475.00,796.00,2875.00,59.08,0.053,-49.00,33.00,100,146.04,35.34706167,-117.82057500,11,6,22,49,11.20,345896,3668,-67
76.20,-2.089844,0.00,7475.00,781.00,2860.00,61.29,0.055,-51.00,34.00,105,146.31,35.34707000,-117.82057167,11,6,22,49,11.40,345916,3664,-67
76.39,-2.089844,0.00,7475.00,762.00,2841.00,61.40,0.056,-49.00,37.00,108,142.94,35.34707500,-117.82057500,11,6,22,49,11.60,345935,3661,-71
76.60,-2.031250,0.00,7475.00,743.00,2822.00,63.25,0.057,-49.00,40.00,111,140.77,35.34708167,-117.82057667,11,6,22,49,11.80,345956,3658,-78
76.80,-2.386719,0.00,7475.00,726.00,2805.00,65.95,0.060,-50.00,43.00,110,139.30,35.34708333,-117.82056833,11,6,22,49,12.00,345976,3652,-75
77.00,-2.031250,0.00,7475.00,712.00,2791.00,65.80,0.060,-48.00,45.00,107,136.85,35.34708167,-117.82055333,10,6,22,49,12.20,345996,3644,-76
77.19,-2.386719,0.00,7475.00,699.00,2778.00,65.76,0.059,-47.00,46.00,104,135.62,35.34707833,-117.82053500,10,6,22,49,12.40,346015,3636,-70
77.40,-2.269531,0.00,7475.00,687.00,2766.00,67.18,0.061,-47.00,48.00,100,134.40,35.34707833,-117.82051000,10,6,22,49,12.60,346036,3627,-69
77.60,-2.210938,0.00,7475.00,677.00,2756.00,65.07,0.059,-45.00,47.00,95,133.75,35.34707833,-117.82048333,11,6,22,49,12.80,346056,3617,-69
77.80,-2.210938,0.00,7475.00,665.00,2744.00,63.66,0.058,-46.00,44.00,91,136.27,35.34708167,-117.82045667,11,6,22,49,13.00,346076,3607,-74
78.00,-1.972656,0.00,7475.00,655.00,2734.00,62.97,0.057,-46.00,43.00,88,136.93,35.34708500,-117.82043333,11,6,22,49,13.20,346096,3598,-75
78.20,-2.089844,0.00,7475.00,645.00,2724.00,60.21,0.054,-45.00,40.00,87,138.37,35.34708500,-117.82040667,11,6,22,49,13.40,346116,3589,-76
78.40,-2.089844,0.00,7475.00,635.00,2714.00,59.67,0.054,-46.00,38.00,86,140.44,35.34708833,-117.82038333,11,6,22,49,13.60,346136,3580,-77
78.60,-2.148438,0.00,7475.00,625.00,2704.00,57.80,0.052,-46.00,35.00,85,142.73,35.34709000,-117.82036167,11,6,22,49,13.80,346156,3572,-71
78.80,-2.089844,0.00,7475.00,616.00,2695.00,55.22,0.050,-45.00,32.00,85,144.58,35.34709333,-117.82034167,11,6,22,49,14.00,346176,3565,-66
79.00,-2.148438,0.00,7475.00,606.00,2685.00,54.08,0.049,-45.00,30.00,90,146.31,35.34709500,-117.82032333,11,6,22,49,14.20,346196,3557,-71
79.20,-2.210938,0.00,7475.00,595.00,2674.00,53.54,0.048,-45.00,29.00,95,147.20,35.34709667,-117.82030833,11,6,22,49,14.40,346216,3551,-64
79.40,-2.089844,0.00,7475.00,585.00,2664.00,51.31,0.046,-43.00,28.00,101,146.93,35.34709667,-117.82029333,11,6,22,49,14.60,346236,3545,-72
79.60,-1.734375,0.00,7475.00,574.00,2653.00,54.38,0.049,-46.00,29.00,106,147.77,35.34709500,-117.82027833,11,6,22,49,14.80,346256,3539,-64
79.80,-1.734375,0.00,7475.00,563.00,2642.00,56.04,0.051,-46.00,32.00,112,145.18,35.34709167,-117.82026500,11,6,22,49,15.00,346276,3533,-71
80.00,-2.031250,0.00,7475.00,553.00,2632.00,57.80,0.052,-46.00,35.00,112,142.73,35.34708500,-117.82024833,11,6,22,49,15.20,346296,3527,-70
80.20,-2.031250,0.00,7475.00,542.00,2621.00,59.03,0.053,-46.00,37.00,113,141.19,35.34708000,-117.82023000,11,6,22,49,15.40,346316,3519,-70
80.40,-2.210938,0.00,7475.00,532.00,2611.00,60.31,0.055,-46.00,39.00,113,139.71,35.34707167,-117.82021000,11,6,22,49,15.60,346336,3512,-73
80.60,-2.089844,0.00,7475.00,522.00,2601.00,61.62,0.056,-46.00,41.00,113,138.29,35.34706500,-117.82018833,11,6,22,49,15.80,346356,3504,-75
80.80,-2.148438,0.00,7475.00,512.00,2591.00,62.23,0.056,-44.00,44.00,112,135.00,35.34705833,-117.82016500,11,6,22,49,16.00,346376,3495,-75
81.00,-2.269531,0.00,7475.00,502.00,2581.00,64.35,0.058,-45.00,46.00,110,134.37,35.34705000,-117.82013833,11,6,22,49,16.20,346396,3485,-77
81.20,-2.269531,0.00,7475.00,492.00,2571.00,64.38,0.058,-44.00,47.00,108,133.11,35.34704333,-117.82011000,11,6,22,49,16.40,346416,3476,-75
81.40,-2.089844,0.00,7475.00,484.00,2563.00,65.19,0.059,-43.00,49.00,106,131.27,35.34703667,-117.82008000,11,6,22,49,16.60,346436,3466,-82
81.60,-2.210938,0.00,7475.00,475.00,2554.00,65.95,0.060,-43.00,50.00,104,130.70,35.34703167,-117.82004833,11,6,22,49,16.80,346456,3455,-83
81.80,-2.148438,0.00,7475.00,467.00,2546.00,66.07,0.060,-42.00,51.00,102,129.47,35.34702500,-117.82001500,11,6,22,49,17.00,346476,3444,-73
